"activity","address","city","code","codedescription","createddate","duedate","neighborhood","outcome","servicerequestnum","state","status","statusdate","updateddate","zip","lon","lat"
"Dispatch Work Crew","3734  WINTERBOURNE RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-30T14:50:53.000","2014-08-31T14:50:53.000","FAIRMONT","No Cause For Action","14-00654927","MD","CLOSED","2014-10-14T12:44:14.000","2014-10-14T12:43:00.000","21216",-76.683329,39.3080209
"Dispatch Work Crew","BERYL AVE &N LUZERNE AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-29T22:21:56.000","2014-08-30T22:21:56.000","BIDDLE STREET","Removed entire limb","14-00654155","MD","CLOSED","2014-09-09T13:57:08.000","2014-09-09T13:56:00.000","21205",-80.4392538,40.0138718
"Dispatch Inspector","2605  WOODLAND AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-29T20:15:23.000","2014-08-30T20:15:23.000","CYLBURN","No Cause For Action","14-00653978","MD","CLOSED","2014-09-03T13:48:20.000","2014-09-03T13:48:00.000","21215",-76.660968,39.346413
"Dispatch Work Crew","726 S CHARLES ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-29T15:53:26.000","2014-08-30T15:53:26.000","FEDERAL HILL","Removed entire limb","14-00653135","MD","CLOSED","2014-09-04T11:17:18.000","2014-09-04T11:16:00.000","21230",-76.614895,39.28028
"Dispatch Work Crew","5311  FERNPARK AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-29T14:08:54.000","2014-08-30T14:08:54.000","HOWARD PARK","Removed entire limb","14-00652746","MD","CLOSED","2014-09-08T14:00:00.000","2014-09-08T13:59:00.000","21207",-76.705785,39.3306929
"Dispatch Work Crew","4312  GLENARM AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-28T20:26:38.000","2014-08-29T20:26:38.000","CEDMONT","Removed entire limb","14-00651139","MD","CLOSED","2014-09-04T12:04:03.000","2014-09-04T12:03:00.000","21206",-76.539196,39.344643
"Dispatch Work Crew","3633  GREENVALE RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-28T19:55:44.000","2014-08-29T19:55:44.000","VIOLETVILLE","No Cause For Action","14-00651025","MD","CLOSED","2014-10-14T12:25:18.000","2014-10-14T12:25:00.000","21229",-76.6754009,39.265168
"Dispatch Work Crew","1000  WILLIAM ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-28T18:34:43.000","2014-08-29T18:34:43.000","FEDERAL HILL","No Cause For Action","14-00650672","MD","CLOSED","2014-10-14T12:38:18.000","2014-10-14T12:38:00.000","21230",-76.6111471,39.2783134
"Dispatch Work Crew","4909  ROSS RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-28T18:25:15.000","2014-08-29T18:25:15.000","WALTHERSON","Removed entire limb","14-00650634","MD","CLOSED","2014-09-04T12:05:01.000","2014-09-04T12:04:00.000","21214",-76.562879,39.344355
"Dispatch Work Crew","1701 N CAREY ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-28T16:12:31.000","2014-08-29T16:12:31.000","SANDTOWN-WINCHESTER","No Cause For Action","14-00650104","MD","CLOSED","2014-09-04T11:20:39.000","2014-09-04T11:18:00.000","21217",-76.6426494,39.3089921
"Dispatch Work Crew","4410  ROLAND AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-28T14:10:48.000","2014-08-29T14:10:48.000","KESWICK","Removed entire limb","14-00649490","MD","CLOSED","2014-09-02T11:53:34.000","2014-09-02T11:52:00.000","21210",-76.635792,39.343341
"Dispatch Work Crew","5906  HIGHGATE DR","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-28T13:48:37.000","2014-08-29T13:48:37.000","GLEN","Removed entire limb","14-00649338","MD","CLOSED","2014-09-02T11:55:22.000","2014-09-02T11:54:00.000","21215",-76.684811,39.358771
"Dispatch Work Crew","400 S MACON ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-28T13:40:14.000","2014-08-29T13:40:14.000","GREEKTOWN","Removed entire limb","14-00649306","MD","CLOSED","2014-09-02T12:25:19.000","2014-09-02T12:24:00.000","21224",-76.5575909,39.2879141
"Dispatch Work Crew","701 W 37TH ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-27T22:43:56.000","2014-08-28T22:43:56.000","HAMPDEN","Removed entire limb","14-00647938","MD","CLOSED","2014-09-02T12:31:17.000","2014-09-02T12:30:00.000","21211",-76.628611,39.332707
"Dispatch Work Crew","1139  CLEVELAND ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-27T22:22:59.000","2014-08-28T22:22:59.000","WASHINGTON VILLAGE","Removed entire limb","14-00647906","MD","CLOSED","2014-09-04T12:02:05.000","2014-09-04T12:01:00.000","21230",-76.631403,39.281008
"Dispatch Work Crew","3662  KESWICK RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-27T21:01:18.000","2014-08-28T21:01:18.000","HAMPDEN","No Cause For Action","14-00647752","MD","CLOSED","2014-09-02T12:33:33.000","2014-09-02T12:32:00.000","21211",-76.628388,39.332808
"Dispatch Work Crew","5104  NORWOOD RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-27T14:50:10.000","2014-08-28T14:50:10.000","RADNOR-WINSTON","Removed entire limb","14-00646193","MD","CLOSED","2014-09-02T11:59:17.000","2014-09-02T11:58:00.000","21212",-76.613145,39.350589
"Dispatch Work Crew","FERNDALE AVE & GWYNN OAK AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-26T21:58:04.000","2014-08-27T21:58:04.000","HOWARD PARK","Removed entire limb","14-00644594","MD","CLOSED","2014-08-28T11:25:35.000","2014-08-28T11:25:00.000","21207",-78.9231504,40.2875478
"Dispatch Work Crew","1521  PATAPSCO ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-26T20:07:05.000","2014-08-27T20:07:05.000","SBIC","Removed entire limb","14-00644349","MD","CLOSED","2014-08-28T11:21:39.000","2014-08-28T11:21:00.000","21230",-76.612947,39.2719827
"Dispatch Work Crew","1133  CLEVELAND ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-26T18:47:01.000","2014-08-27T18:47:01.000","WASHINGTON VILLAGE","Removed entire limb","14-00644057","MD","CLOSED","2014-09-04T12:10:09.000","2014-09-04T12:00:00.000","21230",-76.631315,39.281078
"Dispatch Inspector","1100  CLEVELAND ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-26T17:08:05.000","2014-08-27T17:08:05.000","WASHINGTON VILLAGE","Duplicate request","14-00643497","MD","CLOSED","2014-08-27T10:37:56.000","2014-08-27T10:37:00.000","21230",-76.6309198,39.2816524
"Dispatch Inspector","721 E LAKE AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-26T16:19:08.000","2014-08-27T16:19:08.000","LAKE WALKER","No Cause For Action","14-00643260","MD","CLOSED","2014-08-28T11:18:29.000","2014-08-28T11:16:00.000","21212",-76.6063121,39.36663
"Dispatch Work Crew","309  BIRKWOOD PL","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-26T13:27:02.000","2014-08-27T13:27:02.000","OAKENSHAWE","Removed entire limb","14-00642197","MD","CLOSED","2014-08-28T11:24:29.000","2014-08-28T11:24:00.000","21218",-76.6118032,39.3294701
"Dispatch Work Crew","129  SCOTT ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-26T13:25:11.000","2014-08-27T13:25:11.000","HOLLINS MARKET","Removed entire limb","14-00642188","MD","CLOSED","2014-09-30T11:52:01.000","2014-09-30T11:51:00.000","21201",-76.6290024,39.2861792
"Dispatch Work Crew","1525  SHERWOOD AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-26T11:25:38.000","2014-08-27T11:25:38.000","LOCH RAVEN","Removed entire limb","14-00641546","MD","CLOSED","2014-08-28T15:29:32.000","2014-08-28T15:29:00.000","21239",-76.5853743,39.3626304
"Dispatch Work Crew","122 N HIGHLAND AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-25T21:58:30.000","2014-08-26T21:58:30.000","BALTIMORE-LINWOOD","Removed entire limb","14-00641027","MD","CLOSED","2014-08-28T11:15:43.000","2014-08-28T11:14:00.000","21224",-76.569787,39.294137
"Dispatch Work Crew","3711  KINGWOOD SQ","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-25T17:13:24.000","2014-08-26T17:13:24.000","FALLSTAFF","Removed entire limb","14-00640000","MD","CLOSED","2014-09-04T10:48:15.000","2014-09-04T10:47:00.000","21215",-76.707543,39.364601
"Dispatch Work Crew","1500 E 36TH ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-25T13:22:41.000","2014-08-26T13:22:41.000","EDNOR GARDENS-LAKESIDE","Removed entire limb","14-00638620","MD","CLOSED","2014-09-04T11:06:35.000","2014-09-04T11:06:00.000","21218",-76.594219,39.332452
"Dispatch Work Crew","126  DENISON ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-25T12:45:32.000","2014-08-26T12:45:32.000","ALLENDALE","Removed entire limb","14-00638369","MD","CLOSED","2014-09-04T10:53:22.000","2014-09-04T10:52:00.000","21229",-76.6763808,39.2893304
"Dispatch Work Crew","1627  HOMESTEAD ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-25T11:45:27.000","2014-08-26T11:45:27.000","COLDSTREAM HOMESTEAD MONTEBELLO","No Cause For Action","14-00638056","MD","CLOSED","2014-09-05T19:16:11.000","2014-09-05T19:10:00.000","21218",-76.595452,39.320562
"Dispatch Work Crew","3216  MASSACHUSETTS AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-24T14:15:43.000","2014-08-25T14:15:43.000","CARROLL-SOUTH HILTON","Removed entire limb","14-00636952","MD","CLOSED","2014-08-26T12:45:50.000","2014-08-26T12:45:00.000","21229",-76.67104,39.2841049
"Dispatch Work Crew","PERRING PKWY & ECHODALE AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-23T12:24:22.000","2014-08-24T12:24:22.000","MORGAN STATE UNIVERSITY","No Cause For Action","14-00635789","MD","CLOSED","2014-08-26T12:39:43.000","2014-08-26T12:39:00.000","21239",-76.562038,39.374293
"Dispatch Work Crew","MARSHALL ST &E RANDALL ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-22T20:55:38.000","2014-08-23T20:55:38.000","SBIC","Removed entire limb","14-00634758","MD","CLOSED","2014-09-04T10:55:06.000","2014-09-04T10:54:00.000","21230",-93.9869467,36.4438771
"Dispatch Work Crew","2900  DILLON ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-22T18:39:27.000","2014-08-23T18:39:27.000","CANTON","Removed entire limb","14-00634382","MD","CLOSED","2014-08-26T12:37:31.000","2014-08-26T12:22:00.000","21224",-76.5746924,39.281402
"Dispatch Work Crew","4409  NORFOLK AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-22T17:35:55.000","2014-08-23T17:35:55.000","WEST FOREST PARK","Removed entire limb","14-00634078","MD","CLOSED","2014-08-28T11:17:50.000","2014-08-28T11:17:00.000","21216",-76.692021,39.3217659
"Dispatch Inspector","4268  CLYDESDALE AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-22T03:41:58.000","2014-08-23T03:41:58.000","MEDFIELD","Duplicate request","14-00631802","MD","CLOSED","2014-08-22T10:33:46.000","2014-08-22T10:33:00.000","21211",-76.644212,39.338548
NA,"4264  CLARKDALE RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-21T20:02:06.000","2014-08-22T20:02:06.000","WOODBERRY",NA,"14-00631356","MD","CLOSED","2014-08-22T18:56:46.000",NA,"21209",-76.6550082,39.3395731
"Dispatch Work Crew","3521  WHITE CHAPEL RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-21T19:58:11.000","2014-08-22T19:58:11.000","ASHBURTON","Removed entire limb","14-00631343","MD","CLOSED","2014-08-22T18:58:02.000","2014-08-22T18:57:00.000","21215",-76.670798,39.327726
"Dispatch Work Crew","MEDFIELD AVE & CLYDESDALE AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-21T16:54:20.000","2014-08-22T16:54:20.000","MEDFIELD","Removed entire limb","14-00630524","MD","CLOSED","2014-08-22T18:54:05.000","2014-08-22T18:53:00.000","21211",-76.6422924,39.3390233
"Dispatch Inspector","1525  SHERWOOD AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-21T14:18:47.000","2014-08-22T14:18:47.000","LOCH RAVEN","Duplicate request","14-00629840","MD","CLOSED","2014-08-26T13:10:38.000","2014-08-26T11:24:00.000","21239",-76.5853743,39.3626304
"Dispatch Work Crew","3414  CEDARDALE RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-21T12:51:33.000","2014-08-22T12:51:33.000","ASHBURTON","Removed entire limb","14-00629317","MD","CLOSED","2014-08-22T18:55:17.000","2014-08-22T18:54:00.000","21215",-76.67506,39.327051
"Dispatch Inspector","MAYBERRY AVE & BROOK AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-21T10:40:26.000","2014-08-22T10:40:26.000","ROSEMONT EAST","Duplicate request","14-00628683","MD","CLOSED","2014-08-22T10:23:29.000","2014-08-22T10:23:00.000","21206",-116.9254144,33.7405136
"Dispatch Work Crew","1400 S CHARLES ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-20T16:46:58.000","2014-08-21T16:46:58.000","SBIC","Removed entire limb","14-00627074","MD","CLOSED","2014-08-21T18:37:56.000","2014-08-21T18:37:00.000","21230",-76.614388,39.273545
"Dispatch Work Crew","3430  CLIFTMONT AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-20T15:29:17.000","2014-08-21T15:29:17.000","BELAIR-EDISON","Removed entire limb","14-00626756","MD","CLOSED","2014-08-21T18:42:50.000","2014-08-21T18:41:00.000","21213",-76.5688638,39.319086
"Dispatch Work Crew","W MOUNT ROYAL AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-20T13:37:44.000","2014-08-21T13:37:44.000","MID-TOWN BELVEDERE","Removed entire limb","14-00626248","MD","CLOSED","2014-08-21T17:51:33.000","2014-08-21T17:50:00.000","21201",-76.6238427,39.3101519
"Dispatch Work Crew","6209  BILTMORE AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-20T13:31:46.000","2014-08-21T13:31:46.000","GLEN","Removed entire limb","14-00626211","MD","CLOSED","2014-08-21T18:40:33.000","2014-08-21T18:39:00.000","21215",-76.693963,39.357617
"Dispatch Work Crew","5009  ROLAND AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-20T12:51:53.000","2014-08-21T12:51:53.000","WYNDHURST","Removed entire limb","14-00625964","MD","CLOSED","2014-08-21T18:23:49.000","2014-08-21T18:23:00.000","21210",-76.633591,39.35373
"Dispatch Work Crew","904 S ELLWOOD AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-19T20:39:20.000","2014-08-20T20:39:20.000","CANTON","Removed entire limb","14-00624514","MD","CLOSED","2014-08-21T10:59:45.000","2014-08-21T10:59:00.000","21224",-76.5728722,39.2821088
"Dispatch Work Crew","4102  5TH ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-19T19:11:02.000","2014-08-20T19:11:02.000","BROOKLYN","Removed entire limb","14-00624177","MD","CLOSED","2014-08-21T10:56:00.000","2014-08-21T10:55:00.000","21225",-76.60657,39.2315309
"Dispatch Work Crew","2829  O'DONNELL ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-19T13:23:12.000","2014-08-20T13:23:12.000","CANTON","Removed entire limb","14-00622471","MD","CLOSED","2014-08-21T10:58:14.000","2014-08-21T10:57:00.000","21224",-76.5757891,39.2798272
"Dispatch Work Crew","6502  EDENVALE RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-19T11:47:14.000","2014-08-20T11:47:14.000","CHESWOLDE","Removed entire limb","14-00621866","MD","CLOSED","2014-08-21T11:00:40.000","2014-08-21T11:00:00.000","21209",-76.672413,39.371343
"Dispatch Work Crew","916 S KENWOOD AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-19T10:53:16.000","2014-08-20T10:53:16.000","CANTON","Removed entire limb","14-00621629","MD","CLOSED","2014-08-20T11:56:20.000","2014-08-20T11:55:00.000","21224",-76.5771374,39.2817526
"Dispatch Work Crew","2915  PINEWOOD AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-18T17:50:35.000","2014-08-19T17:50:35.000","WESTFIELD","Removed entire limb","14-00620373","MD","CLOSED","2014-08-20T12:00:21.000","2014-08-20T12:00:00.000","21214",-76.554884,39.36166
"Dispatch Work Crew","3103  ELLIOTT ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-18T16:31:02.000","2014-08-19T16:31:02.000","CANTON","Removed entire limb","14-00619887","MD","CLOSED","2014-08-20T12:01:03.000","2014-08-20T12:00:00.000","21224",-76.572277,39.279089
"Dispatch Work Crew","2119  LAKE MONTEBELLO TER","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-17T17:54:55.000","2014-08-18T17:54:55.000","MAYFIELD","Removed entire limb","14-00617163","MD","CLOSED","2014-08-26T13:00:01.000","2014-08-26T12:59:00.000","21218",-76.579844,39.331362
"Dispatch Work Crew","1500  PATAPSCO ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-17T17:10:07.000","2014-08-18T17:10:07.000","SBIC","Removed entire limb","14-00617109","MD","CLOSED","2014-09-09T13:27:39.000","2014-08-26T12:57:00.000","21230",-76.6134174,39.2723583
"Dispatch Inspector","3801  BELLE AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-17T00:39:17.000","2014-08-18T00:39:17.000","CALLAWAY-GARRISON","No Cause For Action","14-00616538","MD","CLOSED","2014-08-19T12:34:41.000","2014-08-19T12:34:00.000","21215",-76.678881,39.333122
"Dispatch Work Crew","1108  ARGONNE DR","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-16T14:44:58.000","2014-08-17T14:44:58.000","ORIGINAL NORTHWOOD","Removed entire limb","14-00615927","MD","CLOSED","2014-08-28T15:06:50.000","2014-08-28T15:06:00.000","21218",-76.597615,39.3394649
"Dispatch Work Crew","WITHERSPOON RD & NORTHWOOD DR","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-15T18:06:52.000","2014-08-16T18:06:52.000","GLEN OAKS","Removed entire limb","14-00614379","MD","CLOSED","2014-08-26T13:45:18.000","2014-08-26T13:44:00.000","21212",-92.98189,34.1587655
"Dispatch Work Crew","1807  WOODBOURNE AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-15T16:59:43.000","2014-08-16T16:59:43.000","LOCH RAVEN","No Cause For Action","14-00614080","MD","CLOSED","2014-08-20T11:59:18.000","2014-08-20T11:58:00.000","21239",-76.581729,39.355317
"Dispatch Work Crew","3567  4TH ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-15T12:27:34.000","2014-08-16T12:27:34.000","BROOKLYN","Removed entire limb","14-00612765","MD","CLOSED","2014-08-18T10:58:27.000","2014-08-18T10:57:00.000","21225",-76.604919,39.237632
"Dispatch Work Crew","229 N GILMOR ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-15T10:54:51.000","2014-08-16T10:54:51.000","FRANKLIN SQUARE","Removed entire limb","14-00612326","MD","CLOSED","2014-08-18T12:33:11.000","2014-08-18T12:32:00.000","21223",-76.6423339,39.2916746
"Dispatch Work Crew","4200  ASHLAND AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-14T22:39:13.000","2014-08-15T22:39:13.000","ORANGEVILLE","Removed entire limb","14-00611693","MD","CLOSED","2014-08-18T10:59:49.000","2014-08-18T10:59:00.000","21205",-76.562201,39.301954
"Dispatch Work Crew","4400  KESWICK RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-14T17:03:02.000","2014-08-15T17:03:02.000","KESWICK","Removed entire limb","14-00610553","MD","CLOSED","2014-08-18T11:50:36.000","2014-08-18T11:50:00.000","21210",-76.6300399,39.343872
"Dispatch Work Crew","3901  DUVALL AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-14T16:25:33.000","2014-08-15T16:25:33.000","WINDSOR HILLS","Removed entire limb","14-00610414","MD","CLOSED","2014-08-18T12:05:35.000","2014-08-18T12:05:00.000","21216",-76.683099,39.319749
"Dispatch Work Crew","920 S POTOMAC ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-14T16:01:01.000","2014-08-15T16:01:01.000","CANTON","Removed entire limb","14-00610320","MD","CLOSED","2014-08-18T12:32:25.000","2014-08-18T12:32:00.000","21224",-76.574327,39.2816339
"Dispatch Work Crew","314  WOODLAWN RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-14T11:48:58.000","2014-08-15T11:48:58.000","ROLAND PARK","Removed entire limb","14-00608979","MD","CLOSED","2014-08-26T12:54:05.000","2014-08-26T12:53:00.000","21210",-76.634345,39.348945
"Dispatch Work Crew","4015  BALFERN AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-13T21:12:29.000","2014-08-14T21:12:29.000","BELAIR-EDISON","Removed entire limb","14-00607924","MD","CLOSED","2014-08-18T13:39:36.000","2014-08-18T13:39:00.000","21213",-76.559592,39.316697
"Dispatch Work Crew","2303  CLOVILLE AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-13T19:47:40.000","2014-08-14T19:47:40.000","HARFORD-ECHODALE/PERRING PARKWAY","Removed entire limb","14-00607726","MD","CLOSED","2014-08-18T13:27:01.000","2014-08-18T13:26:00.000","21214",-76.568636,39.35996
"Dispatch Work Crew","729  YALE AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-13T18:53:58.000","2014-08-14T18:53:58.000","YALE HEIGHTS","Removed entire limb","14-00607505","MD","CLOSED","2014-08-18T12:52:12.000","2014-08-18T12:51:00.000","21229",-76.689137,39.274059
"Dispatch Work Crew","4100  ELDERON AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-13T18:43:40.000","2014-08-14T18:43:40.000","WEST ARLINGTON","Removed entire limb","14-00607474","MD","CLOSED","2014-08-18T12:58:33.000","2014-08-18T12:57:00.000","21215",-76.6872269,39.341964
"Dispatch Work Crew","800  ALLENDALE ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-13T17:00:07.000","2014-08-14T17:00:07.000","EDMONDSON VILLAGE","Removed entire limb","14-00606972","MD","CLOSED","2014-08-18T12:28:07.000","2014-08-18T12:26:00.000","21229",-76.678781,39.296593
"Dispatch Work Crew","6214  IVYMOUNT RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-13T15:48:01.000","2014-08-14T15:48:01.000","CHESWOLDE","Removed entire limb","14-00606654","MD","CLOSED","2014-08-20T12:04:17.000","2014-08-20T12:04:00.000","21209",-76.672542,39.370327
"Dispatch Work Crew","2315  ASHBURTON ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-13T14:52:49.000","2014-08-14T14:52:49.000","PANWAY/BRADDISH AVENUE","Removed entire limb","14-00606362","MD","CLOSED","2014-08-20T12:03:23.000","2014-08-20T12:03:00.000","21216",-76.662198,39.313728
"Dispatch Work Crew","3500  GELSTON DR","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-13T13:26:26.000","2014-08-14T13:26:26.000","GWYNNS FALLS/LEAKIN PARK","Removed entire limb","14-00605820","MD","CLOSED","2014-08-18T12:11:33.000","2014-08-18T12:10:00.000","21229",-76.6750763,39.2976685
"Dispatch Work Crew","3123  HANLON AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-13T12:08:56.000","2014-08-14T12:08:56.000","HANLON-LONGWOOD","Removed entire limb","14-00605442","MD","CLOSED","2014-08-21T10:57:03.000","2014-08-18T10:53:00.000","21216",-76.6706212,39.3157757
"Dispatch Inspector","1406 N POTOMAC ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-13T11:43:35.000","2014-08-14T11:43:35.000","BEREA","Duplicate request","14-00605317","MD","CLOSED","2014-08-13T14:54:11.000","2014-08-13T14:53:00.000","21213",-76.57605,39.307436
"Dispatch Work Crew","100 N CALHOUN ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-13T11:42:54.000","2014-08-14T11:42:54.000","FRANKLIN SQUARE","Removed entire limb","14-00605314","MD","CLOSED","2014-08-18T12:09:02.000","2014-08-18T12:00:00.000","21223",-76.6399946,39.2902349
"Dispatch Work Crew","5922  NORTHWOOD DR","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-13T11:12:43.000","2014-08-14T11:12:43.000","CHINQUAPIN PARK-BELVEDERE","Removed entire limb","14-00605178","MD","CLOSED","2014-08-18T13:24:43.000","2014-08-18T13:24:00.000","21212",-76.5997909,39.3649169
"Dispatch Work Crew","4  LONGWOOD RD","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-13T10:22:20.000","2014-08-14T10:22:20.000","ROLAND PARK","Removed entire limb","14-00605076","MD","CLOSED","2014-08-14T12:23:02.000","2014-08-14T12:22:00.000","21210",-76.635337,39.355907
"Dispatch Work Crew","3506  FAIRVIEW AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-13T09:55:09.000","2014-08-14T09:55:09.000","FOREST PARK","Removed entire limb","14-00604933","MD","CLOSED","2014-08-14T10:51:01.000","2014-08-14T10:50:00.000","21216",-76.676773,39.322794
"Dispatch Work Crew","3517  WOODLEA AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-12T22:06:06.000","2014-08-13T22:06:06.000","WALTHERSON","No Cause For Action","14-00604363","MD","CLOSED","2014-08-18T12:56:55.000","2014-08-18T12:56:00.000","21214",-76.56056,39.34155
"Dispatch Work Crew","3379  SAINT BENEDICT ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-12T20:51:39.000","2014-08-13T20:51:39.000","SAINT AGNES","Removed entire limb","14-00604186","MD","CLOSED","2014-08-19T11:15:09.000","2014-08-19T11:14:00.000","21229",-76.673767,39.2737369
"Dispatch Work Crew","3611  WOODLEA AVE","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-12T19:17:36.000","2014-08-13T19:17:36.000","WALTHERSON","Duplicate request","14-00603848","MD","CLOSED","2014-08-18T13:27:55.000","2014-08-18T13:27:00.000","21214",-76.5600166,39.3409436
"Dispatch Work Crew","316 E 28TH ST","BALTIMORE CITY","FORESTR2","Forestry Fallen Limb","2014-08-12T18:49:28.000","2014-08-13T18:49:28.000","HARWOOD","Removed entire limb","14-00603739","MD","CLOSED","2014-08-18T13:31:34.000","2014-08-18T13:31:00.000","21218",-76.612097,39.322327
