"lat","lon","address","description"
"39.3551522897","-76.7087189514","6600 VINCENT LN","Asslt-Sec Degree || Second Degree Assault"
"39.2955459255","-76.6385493166","600 N CAREY ST","Asslt-Sec Degree || Common Assault"
"39.3472846005","-76.6755577813","5000 DENMORE AVE","Burglary-Fourth Degree || B&E"
"39.3327391433","-76.5460981648","4700 FRANKFORD AVE","Asslt-First Degree || Agg Assault/Hgv"
"39.3383558918","-76.6045707309","4000 WILSBY AVE","Burglary-4Th Degree-Store || Burglary"
"39.2919933392","-76.6754652593","400 N EDGEWOOD ST","Handgun In Vehicle || Hgv"
"39.2331178762","-76.6073245251","400 JACK ST","Asslt-Sec Degree || Aggravated Assault"
"39.3278790613","-76.6651255966","3800 WABASH AVE","Firearm Poss W/Fel Convict || Handgun Violation"
"39.2915026073","-76.5655231474","3800 E LOMBARD ST","Armed Robbery || Attempt Armed Robbery"
"39.3326698930","-76.6967199197","3600 WOODBINE AVE","Asslt-Sec Degree || Common Assault"
"39.2913766682","-76.5673717285","3600 E LOMBARD ST","Asslt-Sec Degree || 2Nd Assault"
"39.2885905975","-76.5573737347","300 S MACON ST","Asslt-Sec Degree || Common Assault"
"39.2458020811","-76.6283547339","2800 SPELMAN RD","Reg Firearm:Illegal Possession || Hgv"
"39.3312812574","-76.6583700019","2500 VIOLET AVE","Asslt-Sec Degree || Agg. Assault"
"39.3312812574","-76.6583700019","2500 VIOLET AVE","Asslt-Sec Degree || Assault"
"39.3312812574","-76.6583700019","2500 VIOLET AVE","Asslt-Sec Degree || Assault"
"39.2956265055","-76.6535635740","2300 ARUNAH AVE","Asslt-Sec Degree || Common Assault"
"39.3102393240","-76.5851340990","1700 N BRADFORD ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2260784641","-76.5883544040","1600 HAZEL ST","Asslt-Sec Degree || Agg Assault"
"39.3014230303","-76.6320762900","1400 PENNSYLVANIA AVE","Burglary-Third Degree || Common Assault"
"39.3069292805","-76.5828284987","1400 N MILTON AVE","Asslt-Sec Degree || Common Assault"
"39.2896439460","-76.6101772967","UNIT COMMERCE ST","Asslt-Sec Degree || Common Assault"
"39.2951742151","-76.6474474284","1900 EDMONDSON AVE","Asslt-Sec Degree || Assault"
"39.2999155022","-76.6439282993","1600 MOSHER ST","Asslt-Sec Degree || Common Assault"
"39.3276295540","-76.6377871771","1500 MILL RACE RD","Burglary-First Degree || Burglary"
"39.3033858617","-76.5949259396","1000 N GAY ST","Asslt-Sec Degree || Common Assault"
"39.3014207507","-76.6073221432","1000 GREENMOUNT AVE","Asslt-Sec Degree || Common Assault"
"39.3264265215","-76.5479633223","4900 GOODNOW RD","Asslt-Sec Degree || Common Assault"
"39.3236456497","-76.5582781311","4600 SHAMROCK AVE","Asslt-Sec Degree || Common Assault"
"39.3158079871","-76.5622242156","4000 CHESTERFIELD AVE","Handgun On Person || Handgun Violation"
"39.2888798725","-76.5400764815","400 HORNEL ST","Asslt-Sec Degree || Common Assault"
"39.2963403057","-76.5676095674","3600 PULASKI HWY","Cds-Poss Of Firearms || Hgv"
"39.2963403057","-76.5676095674","3600 PULASKI HWY","Cds:Poss Para || Hgv"
"39.2963403057","-76.5676095674","3600 PULASKI HWY","Cds:Poss Para || Hgv"
"39.3210260801","-76.6545227477","2900 REISTERSTOWN RD","Asslt-Sec Degree || Common Assault"
"39.3001827590","-76.5781783894","800 N KENWOOD AVE","Asslt-Sec Degree || Agg. Assault"
"39.2980541563","-76.6237144711","800 DRUID HILL AVE","Asslt-Sec Degree || (Domestic) Assault 2Nd Deg"
"39.2966181575","-76.6650782764","700 POPLAR GROVE ST","Asslt-First Degree || Aggravated Assault"
"39.2827056751","-76.5322308674","6700 GRACELAND AVE","Asslt-Sec Degree || Common Assault"
"39.3591587760","-76.5818229326","5800 HILLEN RD","Theft Less Than $100.00 || Theft"
"39.3338185015","-76.5577569017","4800 BELAIR RD","Asslt-Sec Degree || Common Assault"
"39.2842863141","-76.6856409930","4200 CONNECTICUT AVE","Asslt-Sec Degree || Assault  On Police"
"39.3107746092","-76.6808303228","3800 CLIFTON AVE","Handgun On Person || Hgv"
"39.2964242647","-76.6671591221","3000 RAYNER AVE","Deadly Weapon-Int/Injure || Common Assault"
"39.2893748209","-76.6198579880","300 W BALTIMORE ST","Asslt-Sec Degree || Common Assault"
"39.2836833041","-76.6434883956","300 S MOUNT ST","Asslt-Sec Degree || Common Assault"
"39.2890063189","-76.5936453911","200 S BROADWAY","Asslt-Sec Degree || Agg Assault"
"39.2798726643","-76.6065735400","800 KEY HWY","Armed Robbery || Armed Robbery"
"39.2848125313","-76.5750409354","600 S CURLEY ST","Burglary-First Degree || Burglary"
"39.2843913849","-76.5935890752","600 S BROADWAY","Asslt-Sec Degree || Agg. Assault"
"39.3232919195","-76.5905546207","2700 FENWICK AVE","Deadly Weapon-Int/Injure || Attempted Agg. Assault"
"39.2610487322","-76.6420713282","2500 HOLLINS FERRY RD","Asslt-Sec Degree || Assault"
"39.2890063189","-76.5936453911","200 S BROADWAY","Armed Robbery || Armed Robbery"
"39.3404704690","-76.5825822297","1900 ARGONNE DR","Asslt-Sec Degree || Assault"
"39.3054905239","-76.6462773119","1500 N FULTON AVE","Handgun On Person || Handgun Violation"
"39.2745658331","-76.6120468326","1300 LIGHT ST","Theft-Scheme:1K To Under 10K || Theft"
"39.3006848864","-76.6034932915","1000 WEBB CT","Hgv Use/Fel-Viol Crime || Aggravated Assault"
"39.2980721119","-76.6279455591","1000 PENNSYLVANIA AVE","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2879131082","-76.6352060451","UNIT S ARLINGTON AVE","Asslt-Sec Degree || Common Assault"
"39.3044961153","-76.5887442731","2000 E BIDDLE ST","Burglary-4Th Degree-Store || Burglary"
"39.3263860434","-76.5447249665","5000 GOODNOW RD","Asslt-Sec Degree || Common Assault"
"39.2928471107","-76.6212438101","400 W SARATOGA ST","Asslt-Sec Degree || Assault 2Nd"
"39.3180241579","-76.6112342011","400 E 25TH ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2818199237","-76.6811397018","3900 FREDERICK AVE","Handgun In Vehicle || Hgv"
"39.2818199237","-76.6811397018","3900 FREDERICK AVE","Handgun In Vehicle || Hgv"
"39.2923288036","-76.6183016922","200 CLAY ST","Robbery || Unarmed Robbery"
"39.3485845139","-76.5581843950","3300 HAMILTON AVE","Handgun On Person || Handgun Violation"
"39.3057203323","-76.6714384634","3200 BAKER ST","Asslt-Sec Degree || Burglary"
"39.3122870536","-76.6684165506","3000 WINDSOR AVE","Asslt-Sec Degree || Common Assault"
"39.2606187771","-76.6088619014","2700 PORT COVINGTON DR","Theft Less Than $100.00 || Theft"
"39.2939525371","-76.5985474244","200 SILVER CT","Asslt-Sec Degree || Common Assault"
"39.2751346448","-76.6423516819","1800 WASHINGTON BLVD","Armed Robbery || Armed Robbery"
"39.3191725128","-76.5942505102","1700 MONTPELIER ST","Asslt-Sec Degree || Assault"
"39.3073107545","-76.6434619223","1600 N GILMOR ST","Handgun On Person || Handgun Violation"
"39.3073449440","-76.6434636669","1600 N GILMOR ST","Handgun On Person || Handgun Violation"
"39.3103676033","-76.6358889312","1100 W NORTH AVE","Deadly Weapon-Conceal || Deadly Weapon"
"39.3012935089","-76.6417193822","1100 N STRICKER ST","Asslt-First Degree || Aggravated Assault"
"39.3623776240","-76.6006116400","1000 REVERDY RD","Asslt-Sec Degree || First Degree Assault"
"39.2866307165","-76.6352031119","100 S ARLINGTON AVE","Robbery || Robbery"
"39.2927172639","-76.5754712448","UNIT N CURLEY ST","Cds:Poss Para || Hgv"
"39.2824829839","-76.5935245423","800 S BROADWAY","Asslt-Sec Degree || Agg Assault"
"39.3368300621","-76.6847037102","4400 GARRISON BLVD","Burglary-4Th Degree-Store || Burglary"
"39.3368300621","-76.6847037102","4400 GARRISON BLVD","Trespass-Posted Property || Burglary"
"39.3459795248","-76.6850002972","4000 HAYWARD AVE","Armed Robbery || Armed Robbery"
"39.2897590702","-76.6101536574","400 E BALTIMORE ST","Deadly Weapon-Conceal || Deadly Weapon"
"39.2866302846","-76.5659602664","3700 EASTERN AVE","Asslt-Sec Degree || Common Assault"
"39.3264289352","-76.6826434092","3300 GARRISON BLVD","Theft: Less $1,000 Value || B&E"
"39.2956320764","-76.5728194879","3200 PULASKI HWY","Asslt-Sec Degree || 2Nd Drgree Assault"
"39.2847011286","-76.6563009054","2500 W PRATT ST","Asslt-Sec Degree || Assault Sec-Degree"
"39.2678384420","-76.6527022596","2400 JAMES ST","Burglary-First Degree || Burglary"
"39.3052713777","-76.5958812022","1600 E PRESTON ST","Cds:P W/I Dist:Narc || Agg. Assault"
"39.2942446649","-76.5756509669","100 N CURLEY ST","Asslt-Sec Degree || Assault"
"39.2942446649","-76.5756509669","100 N CURLEY ST","Asslt-Sec Degree || Assault"
"39.2767772526","-76.6150309471","UNIT W CROSS ST","Asslt-Sec Degree || Common Assault"
"39.2818624932","-76.5697017933","900 S CLINTON ST","Con- Theft: $1K To Under $10K || Burglary"
"39.2998941421","-76.5867677948","800 N COLLINGTON AVE","Motor Veh/Unlawful Taking || Hgv"
"39.3641285933","-76.7089303263","7000 FIELDCREST RD","Asslt-Sec Degree || Common Assault"
"39.3441175176","-76.6835389276","5200 LINDEN HEIGHTS AVE","Asslt-Sec Degree || Assault On Police"
"39.3187219970","-76.6955599131","4700 WAKEFIELD RD","Asslt-Sec Degree || 2Nd Degree Assault"
"39.3275013463","-76.5608067082","4300 SEIDEL AVE","Asslt-Sec Degree || Assault And Robbery"
"39.2282728702","-76.5871477376","4100 CURTIS AVE","Hgv Use/Fel-Viol Crime || Agg. Assault"
"39.2968357538","-76.5803108009","2600 JEFFERSON ST","Armed Robbery || Armed Robbery"
"39.2945317461","-76.5801764405","2600 E FAYETTE ST","Armed Robbery || Armed Robbery"
"39.2894216017","-76.6182584152","200 W BALTIMORE ST","Asslt-Sec Degree || 1St Degree Assault"
"39.3121570231","-76.6052147865","1900 CECIL AVE","Asslt-Sec Degree || Common Assault"
"39.3494863126","-76.6019024757","5100 SAINT GEORGES AVE","Asslt-Sec Degree || Assault"
"39.3393707833","-76.6091963698","500 E 41ST ST","Asslt-Sec Degree || Aggravated Assault"
"39.3473298198","-76.6689137760","4800 PIMLICO RD","Asslt-Sec Degree || Assault 2Nd"
"39.3319076587","-76.5541048795","4400 WOODLEA AVE","Asslt-Sec Degree || Common Assault"
"39.3317901228","-76.5580511062","4300 FURLEY AVE","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2916911559","-76.5607142998","4300 E LOMBARD ST","Robbery || Armed Robbery"
"39.2916911559","-76.5607142998","4300 E LOMBARD ST","Robbery || Armed Robbery"
"39.2895201499","-76.5664516769","3700 CLAREMONT ST","Deadly Weapon-Int/Injure || 1St Degree Assault"
"39.3179957509","-76.6582134943","3200 TIOGA PKWY","Theft: Less $1,000 Value || Theft"
"39.2932040577","-76.6081703837","300 N GAY ST","Firearm Poss W/Fel Convict || Hgv"
"39.3295105623","-76.6625049881","2900 VIOLET AVE","Asslt-Sec Degree || Second Degree Assault"
"39.2930105066","-76.5851340035","2200 E FAIRMOUNT AVE","Asslt-Sec Degree || Assault"
"39.2904550225","-76.5908739770","1800 E LOMBARD ST","Asslt-Sec Degree || Common Assault"
"39.2904550225","-76.5908739770","1800 E LOMBARD ST","Asslt-Sec Degree || Common Assault"
"39.2892361023","-76.5946046677","1600 E PRATT ST","Asslt-Sec Degree || 1St Degree Assault"
"39.3163240185","-76.6183517979","100 W 24TH ST","Armed Robbery || Armed Robbery"
"39.3163240185","-76.6183517979","100 W 24TH ST","Armed Robbery || Armed Robbery"
"39.2863262537","-76.6513951191","100 S CALVERTON RD","Burglary-4Th Degree-Store || B&E"
"39.2873217671","-76.6121558215","100 S CALVERT ST","Burglary-4Th Degree-Store || B&E"
"39.2858255211","-76.6775262305","UNIT S CULVER ST","Asslt-Sec Degree || Common Assault"
"39.2885465759","-76.6395283227","UNIT N CALHOUN ST","Asslt-Sec Degree || Assault 2Nd Degree"
"39.2970704134","-76.6266205074","900 PENNSYLVANIA AVE","Firearm Poss W/Fel Convict || Handgun Violation"
"39.2345198602","-76.5964204504","900 E PATAPSCO AVE","Asslt-Sec Degree || Common Assault"
"39.2829990232","-76.6289388709","800 WASHINGTON BLVD","Asslt-Sec Degree || Common Assault"
"39.2486838620","-76.6213841697","600 CHERRYCREST RD","Burglary-First Degree || Residential Burglary"
"39.3484279445","-76.6749069021","5100 PARK HEIGHTS AVE","Fail Obey Renble/Lawfl || Assault On Police"
"39.3356694478","-76.6728833334","4300 WABASH AVE","Deadly Weapon-Int/Injure || Aggravated Assault"
"39.3327124476","-76.6678877572","4000 EDGEWOOD RD","Asslt-Sec Degree || Assault"
"39.2885909921","-76.6100866421","400 WATER ST","Hgv Use/Fel-Viol Crime || Armed Robbery"
"39.2345460354","-76.6104663576","3900 2ND ST","Asslt-Sec Degree || Common Assault"
"39.2472525551","-76.6270984654","2800 BOOKERT DR","Asslt-Sec Degree || Aggravated Assault"
"39.3037412489","-76.5805732460","2600 E CHASE ST","Asslt-Sec Degree || Agg. Assault"
"39.2890063189","-76.5936453911","200 S BROADWAY","Att-Armed Robbery || Att Robbery"
"39.2890063189","-76.5936453911","200 S BROADWAY","Att-Armed Robbery || Attempt Robbery"
"39.3085793867","-76.5941653813","1700 E FEDERAL ST","Burglary-4Th Degree-Store || Burglary"
"39.3147051229","-76.5950918978","1600 DARLEY AVE","Reg Firearm:Illegal Possession || Hgv"
"39.3042670818","-76.6389742299","1300 N CAREY ST","Asslt-Sec Degree || Assault 2Nd Degree"
"39.2896591170","-76.6098143202","UNIT CUSTOM HOUSE AVE","Asslt-Sec Degree || Assault"
"39.3712232051","-76.5586211803","7000 HAMLET AVE","Asslt-Sec Degree || Agg. Assault"
"39.3553689473","-76.6099187032","5300 YORK RD","Asslt-Sec Degree || Assault"
"39.3312192973","-76.5614979299","4600 BELAIR RD","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2962040515","-76.5806750289","400 N LUZERNE AVE","Asslt-Sec Degree || 1St  Deg Assault"
"39.3360456460","-76.6799801976","3800 OAKFORD AVE","Asslt-Sec Degree || Common Assault"
"39.3360456460","-76.6799801976","3800 OAKFORD AVE","Asslt-Sec Degree || Common Assault"
"39.2913061620","-76.5706278645","3200 E LOMBARD ST","Asslt-Sec Degree || First Degree Assault"
"39.2480084616","-76.6262877313","2700 CARVER RD","Asslt-Sec Degree || Assault 2Nd"
"39.2883224187","-76.6578337684","2500 W FAIRMOUNT AVE","Asslt-Sec Degree || Common Assault"
"39.3136665890","-76.6762382622","2200 GARRISON BLVD","Asslt-Sec Degree || Common Assault"
"39.3110476819","-76.5941183299","1800 N REGESTER ST","Asslt-Sec Degree || Common Assault"
"39.3100495075","-76.6434028230","1600 W NORTH AVE","Asslt-Sec Degree || Common Assault"
"39.3100495075","-76.6434028230","1600 W NORTH AVE","Asslt-Sec Degree || Assault On Police"
"39.3109924412","-76.6404652743","1500 WHITELOCK ST","Asslt-Sec Degree || Common Assault"
"39.2883857462","-76.6413879609","1500 W BALTIMORE ST","Burglary-4Th Degree-Store || Burglary"
"39.2883857462","-76.6413879609","1500 W BALTIMORE ST","Burglary-4Th Degree-Store || Burglary"
"39.2856883915","-76.5580040654","600 S LEHIGH ST","Armed Robbery || Armed Robbery"
"39.2858896726","-76.5557497693","600 OLDHAM ST","Armed Robbery || Armes Robbery"
"39.2968195710","-76.6199843762","600 N HOWARD ST","Asslt-Sec Degree || Second Degree Assault"
"39.3110111272","-76.5629125213","4400 GREEN ROSE LN","Reg Firearm:Illegal Possession || Handgun Violation"
"39.3110111272","-76.5629125213","4400 GREEN ROSE LN","Handgun In Vehicle || Handgun Violation"
"39.3164153544","-76.6714677095","3200 PIEDMONT AVE","Handgun On Person || Hgv"
"39.2964246223","-76.6671447706","3000 RAYNER AVE","Asslt-Sec Degree || Common Assault"
"39.2929794458","-76.6211885580","300 N EUTAW ST","Asslt-Sec Degree || Assault"
"39.2972907353","-76.6618936736","2700 W LANVALE ST","Firearm/Drug Traf Crime || Handgun Violation"
"39.3200789424","-76.6222151946","2700 HUNTINGDON AVE","Mal Dest Prop/Valu - $500 || B&E"
"39.3190928428","-76.5965367496","2600 AISQUITH ST","Cds-Poss Of Firearms || Handgun Violation"
"39.3155997286","-76.6168756006","2300 N CHARLES ST","Asslt-Sec Degree || 2Nd Deg Assault"
"39.2741488538","-76.6279115474","1500 RUSSELL ST","Theft: Less $1,000 Value || Theft"
"39.3317515859","-76.5932287223","1500 FERNLEY RD","Asslt-Sec Degree || Common Assault"
"39.3111354877","-76.6181214533","100 W NORTH AVE","Deadly Weapon-Int/Injure || Armed Robbery"
"39.2860317456","-76.6450409103","100 S FULTON AVE","Burglary-4Th Degree-Store || 1St Degree Burglary"
"39.2842183923","-76.6545720014","2400 FREDERICK AVE","Firearm Poss W/Fel Convict || Handgun Violation"
"39.2947245108","-76.5748849230","3000 E FAYETTE ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2944357849","-76.5819586362","2500 E FAYETTE ST","Armed Robbery || Armed Robbery"
"39.2856002019","-76.6380755469","1300 W PRATT ST","Asslt-Sec Degree || Assault"
"39.3059763173","-76.5799451813","1300 N LAKEWOOD AVE","Handgun On Person || Handgun Violation"
"39.3015310114","-76.6402330720","1100 N CALHOUN ST","Asslt-Sec Degree || Assault"
"39.2999227865","-76.6290360371","500 DOLPHIN ST","Asslt-Sec Degree || Common Assault"
"39.2532884207","-76.6420674507","2900 RAYSHIRE RD","Asslt-Sec Degree || Common Assault"
"39.2532884207","-76.6420674507","2900 RAYSHIRE RD","Asslt-Sec Degree || Aggravated Assault"
"39.2290902366","-76.5896321547","1500 POPLAND ST","Asslt-Sec Degree || 2Nd Degree Assault"
"39.2856098787","-76.6367517726","1200 W PRATT ST","Asslt-Sec Degree || Common Assault"
"39.2912035684","-76.5646117885","100 S FAGLEY ST","Asslt-Sec Degree || Domestic Assault"
"39.2997941195","-76.6200408990","800 N HOWARD ST","Burglary-4Th Degree-Store || B&E"
"39.2724710795","-76.5337725662","6600 HOLABIRD AVE","Asslt-Sec Degree || Common Assault"
"39.3425593315","-76.5927273199","4300 MARBLE HALL RD","Asslt-Sec Degree || Domestic Assault"
"39.3006955125","-76.6257000792","400 CUMMINGS CT","Asslt-Sec Degree || Assault"
"39.3311736912","-76.6701773553","3900 EDGEWOOD RD","Asslt-Sec Degree || Common Assault"
"39.3311736912","-76.6701773553","3900 EDGEWOOD RD","Asslt-Sec Degree || Common Assault"
"39.2304453835","-76.5905169998","3800 FAIRHAVEN AVE","Alc. Bev./Intox:Endanger || Assault 2Nd Degree"
"39.3371980411","-76.5631511901","3800 CEDARHURST RD","Asslt-Sec Degree || Common Assault"
"39.3211467947","-76.6185397976","2700 MARYLAND AVE","Asslt-Sec Degree || Assault 2Nd Degree"
"39.2480084616","-76.6262877313","2700 CARVER RD","Asslt-Sec Degree || Assault"
"39.3165792967","-76.6475612786","2300 WHITTIER AVE","Asslt-First Degree || Agg. Assault"
"39.2937079573","-76.5985280667","200 SILVER CT","Handgun On Person || Handgun Violation"
"39.2920079994","-76.6477019647","1900 W SARATOGA ST","Asslt Pistol Roster Vio || Handgun Violation"
"39.2920079994","-76.6477019647","1900 W SARATOGA ST","Asslt Pistol Roster Vio || Handgun Violation"
"39.2825477036","-76.6350123081","1400 W OSTEND ST","Asslt-Sec Degree || Common Assault"
"39.2762955956","-76.6142908548","1100 S CHARLES ST","Asslt-Sec Degree || Common Assault"
"39.3504278347","-76.5451140090","6000 WALTHER AVE","Asslt-Sec Degree || Attempt Agg Assault"
"39.3466175459","-76.6929564690","5500 LYNVIEW AVE","Asslt-Sec Degree || Common Assault"
"39.3533840959","-76.6110247070","5200 CROWSON AVE","Asslt-Sec Degree || Assault On Police"
"39.2951846618","-76.6155498001","500 N CHARLES ST","Asslt-Sec Degree || Assault"
"39.3300288321","-76.6293550619","3500 CHESTNUT AVE","Asslt-Sec Degree || Common Assault"
"39.2986971888","-76.5865517680","2200 E MONUMENT ST","Asslt-Sec Degree || Assault"
"39.3137400488","-76.6126262495","2100 GUILFORD AVE","Theft Less Than $100.00 || Theft"
"39.3650122962","-76.5824851238","1600 WAVERLY WAY","Asslt-Sec Degree || Agg. Assault"
"39.2867732329","-76.6320491253","100 S POPPLETON ST","Robbery || 1St Degree Assault"
"39.2865148666","-76.6133348324","100 E PRATT ST","Asslt-Sec Degree || Common Assault"
"39.3135967834","-76.6082542746","700 E 21ST ST","Att 1St Deg. Murder || Aggravated Assault"
"39.3496068311","-76.6018837088","5100 SAINT GEORGES AVE","Asslt-Sec Degree || Assault By Threat"
"39.2965097240","-76.5729844233","400 N ROBINSON ST","Asslt-Sec Degree || Aggravated Assault"
"39.2866684044","-76.5649891928","3800 EASTERN AVE","Asslt-Sec Degree || Unarmed Robbery"
"39.2924359502","-76.5715468686","3200 E BALTIMORE ST","Asslt-Sec Degree || Assault 2Nd Degree"
"39.2986971888","-76.5865517680","2200 E MONUMENT ST","Asslt-Sec Degree || Assault"
"39.2952870261","-76.5912864305","1800 ORLEANS ST","Asslt-Sec Degree || Common Assault"
"39.2767828867","-76.6143997000","1100 S CHARLES ST","Asslt-Sec Degree || Assault"
"39.3140026970","-76.6073117939","2100 HOMEWOOD AVE","Asslt-First Degree || First Degree Assault"
"39.3056567330","-76.5863540673","2200 E PRESTON ST","Asslt-Sec Degree || Common Assault"
"39.3430946290","-76.6772654377","3700 OAKMONT AVE","Reg Firearm:Illegal Possession || Hgv"
"39.2913120768","-76.6100972198","400 E LEXINGTON ST","Assault Sec Deg-Law Enforcment || Assault"
"39.2807863003","-76.6084063660","400 KEY HWY","Asslt-Sec Degree || Common Assaultt"
"39.3420941238","-76.5458898804","5600 BELAIR RD","Burglary/2Nd Degree/General || Comm Burglary"
"39.3417567341","-76.6599411837","2500 EDGECOMBE CIR N","Asslt-Sec Degree || Common Assault"
"39.3179957509","-76.6582134943","3200 TIOGA PKWY","Theft Less Than $100.00 || Theft"
"39.3431296203","-76.6772501359","3700 OAKMONT AVE","Burglary-4Th Degree-Store || B&E"
"39.3050456061","-76.6036744210","1300 ENSOR ST","Burglary-First Degree || 1St Degree Burglary"
"39.3032511937","-76.5950926720","1000 N GAY ST","Rfl/Shotgn Poss-Ment. Dis. || Hgv"
"39.2790857336","-76.6360229721","1200 BAYARD ST","Reg Firearm:Illegal Possession || Hgv"
"39.3477972541","-76.5978520304","1200 ROSSITER AVE","Burglary-Fourth Degree || First Degree Burglary"
"39.3225504260","-76.6214053358","200 W 29TH ST","Armed Robbery || Armed Robbery"
"39.2966181575","-76.6650782764","700 POPLAR GROVE ST","Att 1St Deg. Murder || Assault First Deg."
"39.3180868390","-76.6109981867","400 E 25TH ST","Asslt-Sec Degree || Assault 2Nd Deg"
"39.3090622988","-76.5809009811","2600 E FEDERAL ST","Asslt-Sec Degree || Common Assault"
"39.3094939682","-76.6378917773","2200 DRUID HILL AVE","Asslt-Sec Degree || Common Assault"
"39.3228973714","-76.5988212923","1400 HOMESTEAD ST","Asslt-Sec Degree || Assault"
"39.3045831500","-76.6175250809","1300 MARYLAND AVE","Att-Armed Robbery || Attempt Robbery"
"39.3045831500","-76.6175250809","1300 MARYLAND AVE","Att- Robbery || Attempt Armed Robbery"
"39.2707750506","-76.5987501823","1100 E FORT AVE","Asslt-Sec Degree || Common Assault"
"39.2938754396","-76.5791033000","100 N LAKEWOOD AVE","Asslt-Sec Degree || Common Assault"
"39.2938754396","-76.5791033000","100 N LAKEWOOD AVE","Asslt-Sec Degree || Common Assault"
"39.2867563895","-76.6078100041","600 E PRATT ST","Theft: Less $1,000 Value || Theft"
"39.2871338230","-76.5546904131","4900 EASTERN AVE","Asslt-Sec Degree || Aggravated Assault"
"39.2924579688","-76.6832476642","4000 W FRANKLIN ST","Asslt-Sec Degree || Assault"
"39.2916281332","-76.6814124661","3900 W MULBERRY ST","Asslt-Sec Degree || Common Assault"
"39.2858298436","-76.6724454742","3300 W BALTIMORE ST","Asslt-Sec Degree || Common Assault"
"39.2858298436","-76.6724454742","3300 W BALTIMORE ST","Asslt-Sec Degree || Common Assault"
"39.3384916998","-76.6688989644","2800 W COLD SPRING LN","Asslt-Sec Degree || Aggravated Assault"
"39.2606187771","-76.6088619014","2700 PORT COVINGTON DR","Asslt-Sec Degree || Common Assault"
"39.3402622240","-76.6652371528","2600 W COLD SPRING LN","U/U Livestock Mv Etc || Theft"
"39.3076924666","-76.6532410741","2200 PRESBURY ST","Rifle/Shot-Poss W/Fel Conv || Hgv"
"39.3135122311","-76.5987156255","2000 HARFORD RD","Theft Less Than $100.00 || Theft"
"39.2910109312","-76.6610443080","200 N FRANKLINTOWN RD","Att-Burglary-4Th Deg-Store || Att.Burglary"
"39.2952870261","-76.5912864305","1800 ORLEANS ST","Asslt-Sec Degree || Common Assault"
"39.2952870261","-76.5912864305","1800 ORLEANS ST","Asslt-Sec Degree || Common Assault"
"39.2952870261","-76.5912864305","1800 ORLEANS ST","Asslt-Sec Degree || Common Assault"
"39.2825800667","-76.5304115428","1200 DELBERT AVE","Armed Robbery || Armed Robbery"
"39.2964744312","-76.6762375912","700 N GRANTLEY ST","Asslt-Sec Degree || Assault"
"39.3182888527","-76.6055733210","700 E 25TH ST","Asslt-First Degree || Assault"
"39.2886181169","-76.6094995230","400 WATER ST","Asslt-Sec Degree || Common Assault"
"39.2910556682","-76.6325003420","900 W LEXINGTON ST","Asslt-Sec Degree || 1St Degree Assault"
"39.3601128722","-76.5631257709","6100 MARIETTA AVE","Burglary-4Th Degree-Store || 1St Degree Burglary"
"39.3601128722","-76.5631257709","6100 MARIETTA AVE","Burglary-4Th Degree-Store || 4Th Degree Burglary"
"39.3582305121","-76.5780561070","5800 WILLOWTON AVE","Asslt-Sec Degree || Robbery"
"39.2818067515","-76.6511538126","500 S SMALLWOOD ST","Robbery || Unarmed Robbery"
"39.3282177082","-76.6161180408","3300 SAINT PAUL ST","Asslt-Sec Degree || Assault"
"39.2848589933","-76.6134133269","300 LIGHT ST","Robbery || Armed Robbery"
"39.2948434419","-76.5783943136","2700 PULASKI HWY","Asslt-Sec Degree || Common Assault"
"39.3156244337","-76.6531978716","2200 GWYNNS FALLS PKWY","Asslt-Sec Degree || Common Assault"
"39.2905707471","-76.6476888612","1900 W LEXINGTON ST","Cds: Possession-Marihuana || Handgun Violation"
"39.2905707471","-76.6476888612","1900 W LEXINGTON ST","Cds Poss W/Int To Dist || Handgun Violation"
"39.2995934410","-76.5908224663","1900 E MADISON ST","Fail Obey Renble/Lawfl || Common Assault"
"39.2931255127","-76.6414346711","1500 W MULBERRY ST","Armed Robbery || Armed Robbery"
"39.2340098480","-76.5947666421","1000 E PATAPSCO AVE","Theft:$10,000 To Und $100,000 || Burglary"
"39.2872844262","-76.6221834637","100 S PACA ST","Robbery || Armed Robbery"
"39.2872844262","-76.6221834637","100 S PACA ST","Robbery || Armed Robbery"
"39.2855350738","-76.6723304428","UNIT S HILTON ST","Asslt-Sec Degree || Common Assault"
"39.2948664789","-76.6102206133","500 FALLSWAY","Asslt-Sec Degree || Assault"
"39.3367469592","-76.6829104584","3900 RIDGEWOOD AVE","Asslt-First Degree || Agg. Assault By Cutting"
"39.2841566824","-76.6467411024","300 S MONROE ST","Theft: Less $1,000 Value || Theft"
"39.3090086599","-76.5857924219","1600 N PATTERSON PARK AVE","Theft: Less $1,000 Value || Theft"
"39.3090086599","-76.5857924219","1600 N PATTERSON PARK AVE","Armed Robbery || Armed Robbery"
"39.3146662261","-76.5945832238","1600 DARLEY AVE","Asslt-Sec Degree || Aggravated Assault"
